last_updated,entity_id,state
2023-01-20 18:17:05.343545,device_tracker.sm_a528b,unavailable
2023-01-20 18:17:05.374396,sensor.sm_a528b_detected_activity,
2023-01-20 18:17:05.374965,sensor.sm_a528b_app_rx_gb,0.0084
2023-01-20 18:17:05.375404,sensor.sm_a528b_app_memory,0.016
2023-01-20 18:17:05.375887,sensor.sm_a528b_audio_mode,normal
2023-01-20 18:17:05.376259,sensor.sm_a528b_volume_level_call,unknown
2023-01-20 18:17:05.376613,sensor.sm_a528b_volume_level_music,unknown
2023-01-20 18:17:05.376947,sensor.sm_a528b_volume_level_system,unknown
2023-01-20 18:17:05.382301,sensor.sm_a528b_volume_level_accessibility,unknown
2023-01-20 18:17:05.383090,sensor.sm_a528b_battery_level,40
2023-01-20 18:17:05.383725,sensor.sm_a528b_battery_state,discharging
2023-01-20 18:17:05.384361,sensor.sm_a528b_charger_type,none
2023-01-20 18:17:05.384954,sensor.sm_a528b_battery_health,good
2023-01-20 18:17:05.385604,sensor.sm_a528b_battery_temperature,26.8
2023-01-20 18:17:05.386235,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:17:05.386769,binary_sensor.sm_a528b_headphones,off
2023-01-20 18:17:05.389532,binary_sensor.sm_a528b_speakerphone,off
2023-01-20 18:17:05.389978,binary_sensor.sm_a528b_music_active,off
2023-01-20 18:17:05.390343,binary_sensor.sm_a528b_is_charging,off
2023-01-20 18:17:05.390724,device_tracker.sm_a528b,unknown
2023-01-20 18:17:27.422524,sensor.sm_a528b_app_memory,0.015
2023-01-20 18:17:27.423945,sensor.sm_a528b_battery_level,39
2023-01-20 18:17:27.425276,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:17:51.801741,sensor.sm_a528b_app_memory,0.02
2023-01-20 18:17:51.803224,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:18:18.734828,sensor.sm_a528b_app_memory,0.023
2023-01-20 18:18:18.736174,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:18:42.455834,sensor.sm_a528b_app_memory,0.017
2023-01-20 18:18:42.459418,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:18:43.521451,sensor.sm_a528b_app_memory,0.02
2023-01-20 18:18:43.522795,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:19:13.469195,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:19:13.469861,sensor.sm_a528b_app_rx_gb,unavailable
